business_id,review_count,stars,state
vUl0QJNtI-Q70eUsQEKlbg,4,2.0,AZ
SHtvOqudT3zlOdCnZjrXzQ,78,3.0,ON
HU2gMVjGxQIr8nG5v8rK1w,3,2.5,QC
KbgfH1qMvnhMc7MSMZDs1Q,9,4.0,OH
R7C57tGcKu9GfVWd5ruoGA,32,3.5,AZ
OMUe6NNOFEe0VdAouIqAuA,53,3.0,NV
OpGQgFh-cjlPbCCGnCkRuQ,3,2.5,ON
ckW8QYcTrwmqwQ6Tw7WJsg,16,4.0,QC
6YC6CsXRrmPv_iwfvc9onA,12,3.0,OH
1lujZNJqP5s966L0PRmRrg,11,2.5,WI
MrCE5xnrwjmrC5Rt1yRG4w,5,4.0,ON
XVDR44P_74FmA0ANanm4CQ,96,3.5,NC
bm_PGQMGMjylitqkNIEzTw,447,3.5,NC
A2aOwMcP0DxGPr2El7eifA,93,3.5,ON
6xHAfmlqlpjm9retP20woQ,99,2.5,AZ
CZY3743GpOOhdDJu6UmPBA,235,4.0,ON
Ct5bB61mRmHUdXhqL3rm0A,5,4.5,ON
3tgjbgWcLCmCfFX6neT4JQ,18,3.0,ON
OSLNYVnB69k6zO9jYzRPuA,33,3.5,PA
H45fQ69_8DpWz-yB9oPhhw,26,2.5,AZ
LzK_0z9OoG1NBaTq16MrUA,3,3.5,IL
65MopK4YgW-nmcvy_LIqiQ,20,4.0,OH
GMriYorKj1v-dhhJ1om-Sg,199,4.0,AZ
cHW1qOB2cSXZrJDqBAOiCw,9,4.0,QC
gLvBBrz7GaEbec3KlfVlLA,5,3.0,ON
t_9RaW3WqjXrCr-0KSjfZg,4,4.0,ON
cGW9GvF6qzYgqHneqhxKAg,6,3.5,OH
ifHBH2gZS_feI6JlFbGFfQ,214,3.5,NV
3vUkZneZPILK509hwQCBfg,9,5.0,ON
vLGYQ96AjKV5zpW0q3795g,3,2.5,PA
nBl_4gw5ecGzNkHyzfii8g,567,3.5,ON
HyKxWC9PrqlODjO-CBCIZA,355,3.5,NV
aaEdLuaBvgNZWdc_I5O82g,4,2.5,WI
v43qggsvaezDlZSC_IGJIg,24,2.5,PA
6UXzAVLeWPUIlBtHrbS0-g,53,4.0,OH
MuuF2f9-WPvTjIKA7729OQ,5,4.5,AB
Hg7A3RVz_J7PHGmEqPOsxA,30,3.0,PA
mIlwCZYr8uQH0mHJEhuf4g,28,4.5,AZ
Wrn2DxOvf7G5ltZC0qwSmg,3,4.5,ON
Gh2JfQaMdzaAsj_FfYYebg,19,4.0,NV
8olG8J91NG_QU92WHG5QfA,712,4.0,NV
9ndafMzX7EfLq85Cp2ry2A,6,2.5,AB
H_VLAV3ODAYEJDyBBv0Gwg,6,4.0,QC
dFyaVVHLcfNE98-NMftL7w,8,3.5,NV
tGX2FQJnPlWSCbkzM-x7_w,29,3.0,WI
PzHbUm6bSG2mYcEnpj5WXA,59,3.5,AZ
5nNOrLNj9Qfk2_BcNmbm6w,8,2.5,ON
4eVPP9Qrq2lUYv0dOipIXQ,5,4.5,QC
kWVl6X1dFF1xwm75C99Ehw,3,2.0,AB
-xbQQR_ydEJGqYzHSF4DnQ,93,3.0,NV
uG1Whgf-AtEML0pQQp00Dg,9,3.5,PA
eZCftIgMLs4cKvT9NWxx_A,14,2.5,NV
7j4JCwpULz9oYb2eQb2dNg,10,2.5,PA
abJQgxYC0cWMhRSIYEeekA,15,5.0,AB
fpM-O9Ul62xizBq9YNO_tQ,216,3.0,NV
QfD_KzfBGRZ1OLu1Vs1rrA,18,4.0,NV
y0qIyD4Y1TzFjVo0LgFTiQ,63,4.0,QC
a_HejZvHvG2IM7ri1CnlYA,37,3.0,ON
kYtk8YSBtSuwXcvfoRMyoA,3,2.0,NV
Vu2C9npNSaHLYM7lvkKJJQ,63,3.5,ON
tIG4CthhLdIim_qw4fvhxw,26,4.0,OH
Ve6bA_jf9A7EWKXeyWf7PA,64,3.5,PA
YpM7bGjHYxZQ44fdfyrcOA,21,3.0,NV
fBtBizbJDlcXfAOb8GmFsg,34,2.5,QC
wyVYljjqF2SW3QiXHuVmbQ,41,3.0,AZ
lQ6sdPvGsmGJHZNx1LGbdw,3,4.0,PA
szeG61Jn4dFrLqhZy0m_ug,33,3.0,AZ
mILfcRQxAippB-Y6Bm4uiw,16,1.5,NC
eD11_3dIfUlZFDX_1vs91Q,11,3.5,ON
Bo8hpmBWPWHOv6cEEF7ueg,22,3.0,NV
qHBAbWoKBl1fst2nZ-jIkA,14,4.0,AZ
8al-XRt5nuIize8_STWffQ,58,3.5,ON
nR3u-wQ99bop6IdGoU38KQ,16,3.5,OH
xqWoSzk63yAWbfOTUcgiZg,7,3.5,ON
u4zrfqoxGi9DYIIaOBHq6A,3,2.5,IL
zbR9fpCATDYbVdWn87Z2_Q,24,4.0,ON
Ligew2FOsgwSZ_NNivc0DA,3,3.0,ON
StnWWcLsXBAhEqsbQkZgiw,21,2.5,AZ
ngdC2c9FFkyepjqJRRcLXw,6,3.5,ON
idcJ81Duz_UXM_y21DbPvg,56,4.0,ON
J4F3-Ge15fKTasgJVuMLNw,3,3.5,OH
b1KgvPR5WdhWwR1HRuSpVg,8,3.0,OH
dPWgvF0SjDRTd2r3hYDTWQ,8,3.0,ON
QjEob2WSROiBPVjh0-BfxQ,31,3.5,OH
KY8J9dIOKD2vL0jdzUiuhg,48,4.0,PA
vDhifJNAtVFGjqJM5hFQkg,253,2.5,NV
Yvg5kUVlywcTqlDg4m7VtA,37,3.0,NV
mLyPRbPnthdp2erv6BBVTQ,3,2.5,ON
mzvxXwPKkl7TCK1tEZr5dQ,27,3.5,AB
Woh32ag8gYSvDECB8-rItQ,7,4.0,ON
RZ1xA8iB9crWjv3fG0gMhg,8,4.0,QC
OkVMClUyAyi46B_cCib4ow,3,3.5,NV
UTBqWdYfrKhLA8QHV1eX6Q,7,4.0,ON
u4OXbZHDGvxfRg-NkZkzlQ,24,3.5,QC
EgJ1bvAqnHrepFBMYoaAeg,11,4.0,AZ
Gv2aZfTlYImmsERZg5D93A,197,4.0,AZ
ZUMhY0iU55KTIxzzMtj5sg,6,2.5,AB
k3fn9JFiNLNy2q5p0cE1kg,146,4.5,ON
ycTUCAYGmbJAXoJ3wuaC1g,5,3.0,ON
evJGY4DnDAWP6pJownLY9w,5,3.0,AZ
DLhAuWok29OU8VR-DBxP7A,6,4.5,IL
a8OWfQTA1TqoMEu8Qk9owA,65,3.5,AZ
rzcFGP2lMnYJO4BgkSE86g,6,3.0,QC
1CoYbtdckKh5S8eNSoanQQ,6,3.0,ON
SRz9Q_jiOIO3ZVEtRSOnag,4,2.0,NC
HSoKTWnsu7f3yvywWvBQ4w,148,4.0,AZ
Vg4fqLpVxISU9ErcFwQjNw,5,3.0,AZ
2rC63sjwyMGOQykNmXrvWg,21,3.5,ON
1aGNx-7cTXIeBCMVM8X0TQ,29,2.0,NV
9X935zq92IQDnl1n23PivA,42,3.0,ON
LZSyWy4IHgXg6QhW2jrBlw,130,3.0,NV
tFrMJBNNNiqjjpJNGVtMKQ,28,2.0,NC
Q4n0Olo50fIhi6a5apuraA,38,5.0,AZ
rPL1gw_0Afm8nOAfLW53MQ,64,4.0,OH
BKTomIwe9BHLWBJUXQ95xA,10,3.5,OH
UNMBMKI9FjnO9flxPxV-1w,277,4.5,NV
lNVg4jtfTEIAtOkA_0aEPQ,142,4.0,PA
aZcFiLY2H2O7Pfzw81d9qg,5,4.5,ON
YchS6-q3IbzEZSaQ6r1T_Q,13,4.0,QC
eJCDUkFa7wl-BHYKZzaTMQ,278,3.5,NV
PRUtZy3DUl4sPOisYfOAuw,207,4.0,AZ
-0Sgh0QlUKVsWosCWJzGqQ,47,2.0,AZ
b8T-GvyzPnAEhC37S2UYYw,3,4.5,ON
FuT3Cp-uWLHzMTDi6vnwLQ,56,3.0,PA
1NyHpXJqSLHnvDCOW0nJDg,45,3.0,ON
Gtc_AiDFXA4Hf2MXJXmsgQ,22,1.5,PA
M8_C-be43AQsH_sEgLPFPg,15,2.5,ON
hVD6mqXpzhk1n0qJAdL72g,18,2.0,AZ
Ory33UEFnbnvdOO4UTBaFQ,52,3.0,NV
MALMIau2ZTVhW5AikFVl3w,91,3.5,AZ
jlP1tnIjlX1mpBb1fxE6Ng,5,3.5,QC
qPDPvxRSwIfpz_7qBBWLrw,5,3.0,WI
ldoNHXUnh62ZhHwbr7EBqA,34,4.5,OH
366FaRQ1MWEHBhaEKTcriQ,611,4.5,AZ
knzoe3kCaoh4gkGwA3l6Aw,34,2.5,NV
DXqZZEXApTmRauLzSUh1nQ,10,2.5,ON
x0yfZo7V6WDEE6voAKpC1w,3,1.5,OH
MXkLaEOd42RuWyQddE5noA,7,4.0,AB
d3LrVz27kY__1SGZ3Zpqfw,53,4.0,WI
igU-mCXzyn-gmwSzJgeMEQ,207,4.5,NV
mJ_ucQ2_3hfTsmCcKb-hgw,245,4.0,PA
Qgh-6o1N_GG_BFfw0pxBtg,35,2.5,NV
uTZlPGcaueT0nAXioAeI-Q,11,2.5,AB
B_fi4yYSUwfF8vlHO4AmLw,4,3.0,AZ
54rjpC8YuM3QN_QbFGmLAg,64,3.5,NC
lIPptRQHLs_yBT_m4B9D2w,7,3.0,QC
3fx50m708Tl3xJmSoDpRWQ,7,4.0,PA
3ytBMy5RWPIdBGt9nhJy1A,9,2.5,OH
FclR3tCyp3wPCZoxHXn_jQ,19,4.0,NV
VWR1zQYVyHAFRcF1acKczA,24,3.5,AZ
0URIvKxCNT-AVgtdYFAX8w,170,3.5,AZ
p3aRVYvi_kQbOAsXjxbDmQ,3,5.0,QC
JtXoyCCrBnN0Q_S6wha_TA,3,3.0,ON
Ay3QJU76GOkZ16frZUTI1A,3,3.5,QC
aQTLzeIkZLw0uk2X4W_DjQ,5,2.0,SC
vZLAmpN-hTI3GCT9hlHVUA,502,4.0,NV
3y4EXDwGbs7bir6yBfgPGg,7,3.5,AZ
8fjF2NIPSM0Ar1hed2tdog,27,4.5,NV
-D2vGSq_SvuCmHdqsDxzeA,33,3.5,AB
GfHBBCi6LJAPVFTcCwu9aQ,34,3.5,AZ
ykAYT-7tSu9kiPhqxjWTrg,16,3.0,AZ
5hQWbYVD3Q3r0for-68Jfg,5,3.5,OH
csxR_9zmU2jJREvLUGY2Gw,6,3.5,ON
UBW3Asjmih0nARbBNK3oEA,50,3.0,ON
wiwkuWyNhPrKkgGZKIDMfQ,5,3.5,QC
-fTO9qRo70bblJmbNxOnag,35,3.5,PA
ApG7b6SZpHTTsX3q6NcXgg,28,2.5,AZ
RMkBZDwEbcv5Ctd-a2A0Lw,63,4.0,WI
rL5ALCnz3MT6LzWxADIaVg,3,1.5,OH
nJktGdlCdrH66UtlADlWJg,23,4.5,IL
Mg2woU0AFrHGlp7qmlIHXA,9,4.0,QC
vCF_R-ZhvBrrb8rKKw-1sg,4,2.0,AB
rZwq4LBO0p9m9zJ2zSEKNQ,204,4.0,NV
SYMsg-87dlJEUB052R-bEQ,3,2.5,QC
5D2lHX9z-psWbH5Dm0aZxQ,10,3.5,ON
9d1Vdmo2RbvFW9EQom31MQ,4,4.0,OH
Y-omMxOCDSYd7jbo1PSCig,28,2.0,AZ
EnKpL0rRg1MTTKncmxbnMA,8,2.0,ON
SHHnB7GsNyA3y5dg-P-LMw,9,3.0,PA
Y8aU9pViiqT5mJpxE9EPHw,56,4.0,ON
YytLvYOzKh649e4s_RdQbw,3,3.5,ON
YNDxeeRUARbd8GRnscJSvg,479,4.0,NV
4zvk0UgW96k8FfhpJMKFPw,7,3.5,OH
IvFdi-vp823dTAWwHMT6xQ,17,3.0,ON
YgTDjlEFRtLVVzg9G1bQbQ,7,4.0,AZ
jspgVJaiyobeUq6EMhmO-w,78,3.5,AZ
vlc_yP8dfz8CGE6JRMKBZA,5,4.5,AZ
zowCVyE7nHtU_iqlIKORBQ,5,3.0,AB
fbj1rnSUyBqfplo0hJM6Zg,15,4.0,AZ
8yuiiWDfq3yJI6qpa99A1w,3,5.0,AZ
crBw_Hq3gCkppirgjnIl4A,55,4.5,WI
xkbUCdXRQfKJ-mT3xmH8qQ,28,4.0,PA
eRjcli4nDHRwhByViUz9Ow,156,3.0,NV
zbdUUR3SMPnA-HP0hmkk7Q,8,3.5,OH
AmIJMMd9OeT_mUj9DAn2ow,13,2.0,NV
ZqJWyeb0ApL25eiA1liizg,6,4.5,ON
2MV0BXsvhPpVgICk9BCktQ,3,4.5,AB
nRsiBbhgsKmwl6TMKZ70xA,13,4.0,ON
IgK6pMqEJ7vQS2-2qMl2vw,4,4.0,PA
PSDpvQJXABP4i-MP7mP4-Q,38,4.5,OH
COV5JzBJD3vEW-Qd86pb_w,13,2.0,AZ
1FqQ0L--8sviAKNR97K5UA,28,3.5,PA
kNij6LlC65nxugxAJyEGVw,32,2.0,NV
hqSgVJUBj4vlP9EvfPuyxQ,3,3.5,QC
RQVuRJGzqJ9KnVW65QiydQ,18,3.5,ON
AYle9bIhjpA-Sk94N8W7VA,3,4.5,ON
Y9vyNaBfR-xzIxFl7r2MCQ,21,3.5,OH
3OdBW4ooaACTNugCb03Djw,5,2.0,ON
k0ZUrpL789RZb1QuaE8_Uw,16,3.0,NV
HbLNib13kdNkvq_A9O_waw,27,3.5,AZ
3nf-a84p8LC41_WAIvJPjg,329,4.0,NV
OVQNm56wO1n68Fq5m4ruIw,33,3.5,AZ
01xTdrNUuTOAyH7NaRWcUA,317,3.5,AZ
bchksAMD4CtI98_s_kJNpg,82,3.5,OH
N8uKQ5Vdb1LAh-qXT_25Rg,962,4.0,AZ
zluk4cL7Ch-uRlRply42ZQ,44,4.0,OH
XiN6fI8I3Mzg2nPRJ9ukRQ,428,4.5,NV
4qQVf2lt-47VcQ4v54PEXQ,290,4.5,AZ
MhINNBBwzGn4-n_YI67wog,32,3.0,QC
Xl6FT63CXaRSbj4Lq2b7Yg,18,4.0,OH
XXrtiJJfzEFPudXGMejXdA,11,2.5,AZ
SWS5gooAPjG3BITQyNj_Qg,11,2.5,AZ
Lp_d5-C0PDsMR4wRJJcQmw,3,2.0,QC
lfSzAYlkMAUiTZHZmMMkQg,3,1.5,ON
QxtvTC-i4kX1raUXCuaxbg,3,3.5,NV
zYZPpOqo_2YrLJLOmjlgPQ,83,3.5,AZ
qV3z3lBATCdLgV7VslQ-hA,10,4.5,PA
xJ94FRxbFwkmpi1hjuWlaw,117,4.0,NC
Sm2k1ijcnK17Ro5paN2_qQ,208,4.0,NV
D2mh7UebiiWJ1YYPLuXsyQ,20,3.0,NC
B6f7O5gFuYxvB6NrgrYp_A,8,1.5,AZ
e84VTxywvrRpNLvzKLFjJg,16,3.5,AB
WBZ56fHHJOrozhCvTtdlRA,4,5.0,ON
N5ezNUAg6Mv1w-XEB150QA,4,3.0,NC
YrFYBMWnRWkRpy9XyMfMRw,40,3.0,PA
3lbDMeEaI1Anq1oW-ZggCA,7,4.5,ON
XQ0RIDqgnkXueL6y1CY3Cg,3,1.5,OH
m2AEBwg1b0VlsC3n-wqxIg,33,2.0,NV
QxByT5k1Og8LgddjHI9kag,29,3.5,ON
No7l4LinY1tu-bCL97qi1A,20,3.5,PA
OBG1j517k7aZRNC1HAL0TA,187,3.5,ON
NzWY319ZSGFjppuZfgV70A,3,1.5,AB
Y07qIurPKiUJDnTZWxZN2A,433,3.0,NV
J4fNHmvOIf1jm0x2hsmo7A,5,3.5,OH
OWkS1FXNJbozn-qPg3LWxg,8,5.0,NV
uEqkWCzfywBb8hCHhTquIA,37,3.0,PA
rU3gQnwoCx_bjDJEsxathA,64,3.0,ON
XKzXbANurEvec3UzQRKcRg,4,2.5,ON
pdGbbysWAjxHtyXePV1oHQ,17,3.0,ON
RoRJsEajm3nSLD18zs3VAw,6,3.5,QC
iV5UquZpsoKxF6xvpdyHmw,3,4.5,ON
ZNgtvtGm3geLUEiLsWR9NQ,48,4.0,NC
XXBZL4GxOvNyY5xOdDlN6g,95,4.0,QC
RWFC8Ht9gWcRc2vX57OPsA,56,3.5,ON
Qy_FDRtL-f-syUlEKpg_6A,14,2.5,OH
syK8j95vkxKeHmQ3xyKnPQ,18,2.5,OH
RDB4IbeleUsEaqyItDaYRw,3,2.5,OH
ZedwJdX1jQ7Hw1CzU3VDLw,45,3.5,OH
MI-DyVEpSVT_UlyUWUTmhw,9,2.5,ON
3cwgVNwiVX3gVw2tsgIaWw,7,4.0,PA
9ybyFfpTnecSJzg8cbtzRg,6,2.5,ON
vkOvleiw5wTqGGi_-aTZ_w,5,2.5,QC
wto3KiT-Mh6rxO_9GBHfbA,14,3.0,NV
GsEv2zIzYuGxWqTR2PE6Dw,34,3.0,OH
7BZgV886BjH-1x2CixKI_g,11,3.5,OH
TEvCRTMnOYwQ9Up9lWXxfA,21,3.0,OH
v_ubyYwllvUW1No-hKhsbQ,191,3.5,AZ
3aJqrnY4u86F5-Fn_vAy-g,46,3.0,AZ
2q98StEpXcKOzNVI4WBmTw,4,3.0,NC
v9jNkOIBfP4aW2ru50Rn-A,24,2.5,ON
intKyiipUlHDWi_chv0f3A,49,4.5,OH
E6P0_-D1PG5qw_bxoYkIFA,47,4.0,NC
OwTaknDZt2hZ6r5NSkwx0A,6,3.5,QC
_0W9-Gkjkcct8vcStBU7iQ,9,3.5,PA
Ks2vZq0qCpPQfTnXrZWVBw,179,3.5,AZ
WdANTNmPmuIpBTSTMsrw5Q,20,4.0,OH
wmlGDmboJq38so5We7q_Uw,18,2.0,AB
g8dhp6OvPOZb3GZDp-Eohw,12,4.5,AZ
Jw9mNU1ibHioRdyGFTafYg,16,3.5,PA
Y41j6G0liC4JS3Fzpu364w,5,4.0,AB
1sZRrH4lZwUzeCJabZEBQQ,10,4.0,PA
uloYxyRAMesZzI99mfNInA,37,3.0,ON
ZBSiW9qT95tJ2xL9JnHpWw,106,4.0,NV
3awTUGMdUVrwEBkFFOxn9Q,138,4.0,AZ
owfd8FWiwn2zxITgYmtaaA,5,3.5,ON
GZBDLIO4fElNeyGHlsu6Hw,24,3.0,ON
V_P9yqnmr9Ol42VWfFjW4g,13,2.0,ON
hWrr711CC8UpHvQPKyluqQ,19,4.0,ON
kAm10U3D18LsfQMcbrG81g,4,4.5,ON
HORILLsQHEMc5o9bIoDJMA,10,4.0,AZ
oRmCI0p2mvlrGwilJloFTQ,43,2.5,NC
Bwi7OUVrRqCwKfmAO6fq8A,15,3.5,OH
OUP9dy2eu_-2Mga3DpSFfQ,275,4.0,NV
9li2xKBUybR_7JGiCwo6Gg,33,3.0,NV
OwYpVa-JnVjfEz4iVZk3ZQ,143,3.0,AZ
CwRPGB3WzV3IE4IukRFI2g,14,1.5,NC
BAn9xggxcFRfFom4ea3X5Q,3,3.0,OH
oh6vICNxlLnGoyF11-a-Ow,10,4.0,ON
zYPf36JHbPg56FMO-fNJ2w,9,4.0,ON
zhTvNaotBmlnJ4RIItSjaw,15,4.0,NV
Tn1KXPi4gtPrt6DyepUQzw,12,3.5,NC
CamwTepsSxknKMtTXR5kSg,20,3.0,ON
CRsoJzeAwX1NxibiYvF1ag,4,2.0,NC
WGQpjj6eA6mRBxp4XST6Ig,23,4.5,AZ
ePkouyI6uFc9ifEzvxD4jw,18,2.0,AZ
7PRse3yCQbEprAj1DWrEQQ,188,4.5,PA
Xq4EkGqDyDG6Un0YY5vaVQ,6,3.0,AB
A2hT97lhkUN817adEcKWjw,3,3.5,AZ
KUIzGuOo6fw2cRAdgFhmew,27,3.5,AZ
RbkY7e79CEoj6YMjXSc02w,4,2.5,ON
g5gsVNCu8uGwp4K0wqgnfw,7,2.5,AZ
NFHlMOEyVsbqY_VQNJFafQ,228,3.5,AZ
r7OJ0-Mv84Wp9SRi3IC80Q,7,3.5,AZ
yBia51pdmhCmZdnwLa-uUg,9,3.5,PA
BzerEVgnPcQPr0iFzIO8Aw,54,4.0,OH
1muT5zEqoC4qp9ms08qJtQ,329,3.5,AZ
0S4mVrhhSfTsKRtBF_W_BQ,20,3.5,OH
ptMCwaAGqMj-nJE1tA3vmQ,47,2.5,NV
Jd-XHSl0t0JWotORH0IsSg,62,2.0,NV
wnRM4PgCFRZjQp8tUOUKEQ,22,5.0,ON
7BZCwdpD9sEI12NczQWMPQ,6,2.5,AZ
_3-gItHIdBvQ9XrDrIQLXg,3,2.5,PA
-5PzB11wnYLcqKEUFhPvLQ,5,3.0,AB
bRR4gsjHv0F_RnRGjQBqlg,350,4.5,NV
WQ7Qys-keM0MCO7IGpEduQ,167,3.5,NV
9F9ZNJW8AYhLBZ4eGhBfAA,12,4.0,NC
8ys-TIaQkgc0K9FZzzPKWg,4,1.0,NC
PcpfOJhUC_dFFVG1o7waDw,4,3.0,OH
-FrgepJj0h-OWU1CupUrOQ,112,3.5,AZ
ps5YBzrOXVWwtZdj29_KzA,124,2.5,AZ
Xz5tTSD3X3gACOiVn101tQ,12,4.0,PA
R_epGBO7Cr1M0Ftc0JKV7w,123,3.5,NC
TofYqDI2wv8Fki-LV9LrNA,10,1.0,ON
R83kD9NnaSjb9j3TrrZfOA,7,2.0,AZ
HVrV9TffekeWZmmcNCw4hQ,28,3.5,NV
nexHVZm3pV8jgI06KptXWg,5,4.0,ON
45wDLpgW2BFrCRqlf19Efg,22,4.0,PA
2RWOMcGakXHEdgFctf03Eg,4,4.5,QC
eJj9eDmM0dz7fZ04FI0aIg,8,1.5,OH
VEcI0bURmJtf0B9UPSEMDA,10,3.5,NV
rTy6IWS8DCuxcBuALE-Rcw,15,3.0,AZ
cbgIpJwmPVI6Zf7nUIXdFw,214,4.0,NV
HcsYw0KVV2mPxTJeGyVk4A,4,4.0,ON
tgDUi6vtF1cI3DQe5sqQBw,23,2.0,AZ
2Zeh89IUg7T4dUFjRfqtdg,225,4.0,AZ
nJGYRnhd-yKZqjQqlFck0Q,13,3.5,AZ
mjVwkXV4Vw5s6JHqZLZhXA,29,4.5,AZ
1DjtSWDLN16UTffEEu9V8A,24,4.0,ON
ZSCEkqlzZKRrZUz98CXtNw,75,3.5,NC
yMjBSQDldMVlR8E7wY0NUA,18,4.0,PA
ug_onG5OPYspTFmyHyektg,3,3.5,OH
B3GjNu23NqsbGnhcth_MNw,3,2.0,NV
-0aOudcaAyac0VJbMX-L1g,15,3.0,ON
x2SsRpZyMORwKLyTNNoBWQ,41,3.5,NV
MrgZDTcDBf8dmsjrCQNsaA,4,1.5,ON
V4grJe-q0xBiU2PBrxk96Q,144,4.0,AZ
9DnHnAbd5sciiBHrQs7DJA,22,3.5,PA
rgzokyjL73-FDW-n1DgCZw,8,3.5,ON
GnPXUkEvX5M0YR_PVGhWgg,35,4.0,PA
ptAC6CT8p5Q3fohITDpKow,4,2.0,OH
0yKnW_UTYOWD4h8Dc7PJ_Q,9,2.5,ON
ZuNVijvXJmWCQG7xoV6nFA,42,4.0,AZ
pCQC79ndhdiaJaQmP6QiYQ,8,4.0,NV
icreAcMdHeI7_PUQXdywmQ,3,3.5,PA
WhTycXEq9BKMPHBBGMVRyA,5,3.0,QC
S6TP_aHo6d7AkkBBKe249A,109,2.5,AZ
6dnT0Sl8NQs4JRYfvuhU-A,4,4.0,QC
qELIf4gzE_vlteu7pO7TZg,95,3.0,PA
Rk7M8uRtPsGu-zjDyElGwg,6,4.5,QC
-8JaNeG3etLgOVyg2gOIiA,61,4.0,AZ
EB2dsz1v7px2C_dFXOV3ew,81,4.0,PA
MrjrxvceYEo0QPobfkp19w,5,1.5,ON
Zja7ykq3icDzkN20XX6j1w,208,4.0,PA
jO3ikdNbF_TGGv87izTkEg,311,3.5,NV
ZcYBeh-_ubSsZLJA97PSLA,14,3.5,PA
JlMTixvNQ5bUGSxF12TLdw,56,3.5,AZ
1tuA2XHiwL2NKl_ZwnPXjg,9,3.5,QC
BEM_Sli_-Y8mdTTK0-NdiA,16,3.0,AZ
GzYAIjVULpRrFV2dQMKDog,83,5.0,AZ
gv9Qi4vgna2UuE7q4qK3vA,8,4.5,PA
coCyzypaxobGlLksfpHzZA,3,2.0,PA
O1RT7gIIFGwGE9OKS7dotA,3,3.5,NV
AN98dekZtXDplAzmzKS8Yw,38,3.5,AZ
edlkW19xg-mSs1g6eM61QA,3,4.5,AB
hrNIDao4XnOhrv7aaFehTg,174,3.5,NV
rAxKaT0cCtOuUaSt0x8pQg,76,4.5,AZ
HkLoNKk2aYhuUKgKCNU0tw,31,4.0,AZ
qtotIYIF9U1PCEzMl1iE2w,45,4.0,NC
WehrrRjldUMRyd5CxQ_uTg,40,3.0,ON
R39q-GVgLaEIh2Ce8PQGDQ,3,1.5,ON
hfuLh_1ZFZZ6kDKD6Fs-nQ,17,3.0,PA
VYOtofDcgJIV5-vPUd4sZA,53,3.0,NV
lRidtP8BPrIy7QvFCWpDpg,7,3.5,ON
nist6UGz0213A9kTrwHJ3A,51,3.0,AZ
aVNQGP7GaWscT-huq1O-Jg,3,4.0,OH
1Ok2EXqdH-R0sy-_tyOrMg,68,3.5,QC
T1J9PQXqfeG_skaaDV6O0Q,55,4.0,PA
MrmwDgMlL2GtthlAZsJwNQ,342,3.5,ON
T6E-tJICIbne91FORVYA5A,3,4.5,PA
foFaUNNqjsBsKpMIoTDJJg,3,4.5,QC
ZBHXfX3vK-ck52UBEofV2w,107,3.5,NC
-7PX_FOoCwktlunImRyZdg,128,4.5,PA
FxAOOxxFgbmG4jCn6FtfRg,3,3.0,AZ
RNO7SRmfVi0CyXjtPhXELg,183,3.5,NC
WsJrIGGGo3qqrpneFeHx8g,15,3.5,ON
Toux3q1WwY2vNV5AhbR6wQ,46,3.5,PA
2TiUf1qQg9JV4YHgc01yJg,17,3.5,ON
CGCLYjfKSxVvHOvAe8L-IA,44,3.0,AZ
F5BCXUpQpCRPeFmWnQmSJA,148,4.5,NV
l09JfMeQ6ynYs5MCJtrcmQ,12,3.0,ON
gQ37eH1H-lobmfkEJArq9g,17,4.0,PA
Ua6pmGj4sVnm-XONmoynSg,25,2.5,AZ
9ATwHmuP7uY4RMV9ZWwuYA,3,3.0,AB
6_I6OKHIGpLuBdvnqtDuog,22,4.0,PA
xly3K2HgsjvZs5Mu9kSFxg,50,4.0,OH
YsGN4k4N4a5LWxe6H-yviA,20,2.0,NV
Xz0HTTnKuf1BW26CmKA8CQ,17,4.0,PA
6XhlgvpC5dgIgKITz2024g,28,3.0,OH
FlSz_R7LkZE-eqNDuQ_CjQ,40,4.0,NC
Glg017F8ER-HSfDjap7YHw,13,4.5,OH
rVupX09AQhEg7Q_XnV1jYg,45,4.0,ON
APpZ6wQ0kkTf01trskWOoQ,24,4.0,AB
TDX_gAymLPqIBijmhfNtpA,4,5.0,QC
96trsoEBDzmH-FDiVw4clg,4,3.0,PA
_myTPlWa8QRN5eavs-hNPg,214,3.5,AZ
TsguKRepJOvT-w8aI1XLTA,55,3.5,AZ
aiZ8O5WScaF0IzxP7zOHVQ,46,3.0,AB
ostVuyoxxQiP3Qik_L7nPA,573,3.0,NV
pbSFMktF1XLd0LX_wIiRLw,8,1.5,AZ
1Lcwuv8yEbOzOEHIQgDHZQ,31,3.5,AB
JOCmhCid7QH1478S8KboDA,31,3.5,PA
JDwEvZq0KCSwgEds3LxgMA,52,3.0,WI
YMoOYH8hQG5lxUUkh1uusQ,16,2.5,NV
32swnxPsaZnRtNUQwtRiSg,3,3.5,AB
7H2mRn5Z9v65Ii0juNWhww,58,4.0,AB
0tgewC7dPwvmTcZko1oTNA,3,2.5,ON
E54AvEdLfCFFkCvXmXJ7GA,12,2.0,AZ
-KIdCJnkt5N8rnnmWR5MQg,233,3.5,AZ
UVw-ZOsmJ1cDQO9_AFUzWA,86,4.5,AZ
UYUoQEbKcoFXs-0VRxrO1g,91,3.5,AZ
yiN4aDHeW0kBvZQE1bYTLQ,5,4.5,PA
QKjb7gw_UFC24gqY5WgLqg,4,4.5,ON
